Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Prepn_Time
35.0,4.2,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,33,3.109874895861278,10
36.0,4.8,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,4.707104052532131,5
25.0,4.6,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,33,10.685336296838788,5
31.0,4.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,19.882988848754568,10
28.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,22,4.64782413304398,10
21.0,4.7,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,21,7.774257206553719,5
30.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Urban,47,12.216036309455992,0
24.0,4.9,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,16,1.5180983458459458,15
25.0,4.8,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,4.64782413304398,10
32.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,1.4675104857300718,10
30.0,4.7,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,26,9.042704737063055,10
38.0,4.8,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,3.08253163450071,15
38.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,6.2194302015666025,15
34.0,4.5,Windy,Jam,2,Snack,scooter,1.0,No,Urban,44,10.84725270716167,10
30.0,4.7,Fog,Low,3,Snack,scooter,1.0,No,Urban,22,4.664751297747165,0
30.0,4.7,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,23,7.589193023257342,5
38.0,3.6,Stormy,Jam,2,Drinks,scooter,2.0,No,Urban,33,13.868676985066008,15
30.0,4.7,Fog,Low,3,Snack,scooter,1.0,No,Metropolitian,30,3.11481477102255,0
24.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,17.25937671693666,10
33.0,4.8,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,30,8.918926136841554,15
34.0,4.1,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,20.82761679765568,15
24.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,2.9278753783820743,10
25.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,45,12.552275755914396,10
23.0,4.7,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,25,7.562176569442244,15
26.0,4.5,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,28,13.205590665073863,5
37.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Urban,18,7.647844017126521,10
30.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,1.4880439990028753,10
33.0,5.0,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,4.391720745312756,5
37.0,5.0,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,23,1.5690347154047222,15
30.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,23,12.234070096218902,0
35.0,4.7,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,34,7.670252503433443,10
27.0,4.4,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,10.4155548996818,10
21.0,4.6,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,6.049916727825186,10
31.0,4.2,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,42,17.063961737396863,5
35.0,4.9,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,41,13.66073757837138,5
34.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Urban,31,7.439900598906359,15
27.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,19.659356690368107,15
37.0,4.8,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,1.5125517325861146,10
24.0,4.8,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,27,19.659356690368107,10
37.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,17,17.25937671693666,15
30.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,1.510641269037446,5
34.0,4.8,Stormy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27,20.16550928520105,10
32.0,5.0,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,26,7.589230819894175,5
38.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,3.1380694073889375,10
21.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,16.13947460277966,5
35.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,12.21662973029514,5
21.0,4.6,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,24,19.8819444814936,10
34.0,4.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,7.535714912807709,10
34.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,13.592501394228012,5
39.0,5.0,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,40,13.944361770296382,15
31.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,4.587554339065332,10
39.0,4.7,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,17,3.0206687990832064,15
27.0,4.5,Windy,Low,1,Meal,scooter,0.0,No,Urban,14,1.5690347154047222,5
23.0,4.9,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,13,9.10758035490418,15
28.0,4.8,Sunny,High,1,Meal,scooter,0.0,No,Urban,13,6.165029401156207,5
37.0,5.0,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,20,12.552275755914396,15
35.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,13.804558948437169,10
21.0,4.7,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,24,12.14251877438058,5
26.0,4.7,Cloudy,High,0,Snack,motorcycle,0.0,No,Metropolitian,28,1.4881753982177008,15
23.0,4.8,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Urban,36,10.572379018516335,5
20.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,20.828297086838123,10
33.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,13.944598794232533,15
20.0,4.7,Sunny,High,1,Drinks,scooter,0.0,No,Metropolitian,17,3.035910946212622,10
22.0,4.5,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,19,19.630567401615682,5
35.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,17.25937671693666,10
37.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,19,1.5690347154047222,5
38.0,5.0,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,31,4.52182618432303,10
28.0,4.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,10,9.062150698275321,10
35.0,4.7,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,16,4.6484737812260795,10
26.0,4.7,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,4.531237447473479,10
22.0,4.9,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,16.79612965005981,15
37.0,4.6,Fog,Medium,0,Drinks,motorcycle,0.0,No,Urban,26,7.58952682565944,15
23.0,4.9,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,16,10.706613368220644,15
32.0,4.3,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,37,16.577488524535223,5
31.0,5.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,10.737961830000032,5
33.0,4.9,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,23,3.0990232373642685,5
32.0,4.0,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,4.664796466064794,5
29.0,4.5,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,7.845173108613386,5
26.0,4.9,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,13.805596388487299,5
34.0,4.3,Sandstorms,High,1,Snack,motorcycle,1.0,No,Metropolitian,34,3.1028662034398127,10
23.0,4.6,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,19.63102373000642,10
30.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,10.247307505212465,5
34.0,4.7,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,20,4.464113950944991,15
39.0,4.4,Sandstorms,High,0,Snack,motorcycle,0.0,No,Urban,49,6.0290463677730175,10
32.0,4.4,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,31,19.589860370731515,10
26.0,5.0,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,17,17.129791327493336,10
20.0,4.0,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,20.39744277518833,15
21.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,12.552275755914396,15
20.0,5.0,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Urban,21,4.553796163736469,10
30.0,4.9,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,24,3.102794196598037,15
30.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,28,9.297354296195136,5
27.0,4.6,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,15,13.946200129119886,10
30.0,4.0,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,33,7.75677275909668,5
30.0,5.0,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,32,7.5517872473184555,5
39.0,4.8,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,27,6.0286740052559145,10
28.0,4.9,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,12,1.523934370200271,15
32.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,33,2.9761590211443525,15
34.0,4.7,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,46,13.739092156271393,15
24.0,4.7,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,12,7.551467694331561,15
31.0,5.0,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,20,4.553630633714709,5
38.0,4.6,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,24,7.5621824775765365,15
27.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,19,1.467539106250246,5
32.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,28,1.5102682507811203,10
30.0,4.8,Cloudy,Medium,2,Meal,scooter,2.0,No,Metropolitian,38,12.438457015455342,15
30.0,4.7,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,3.06795567031906,0
34.0,4.7,Sunny,Low,2,Buffet,motorcycle,1.0,No,Urban,28,12.236059722922935,5
25.0,4.8,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,10,4.601874452778276,5
22.0,4.8,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,20.538171849610034,5
30.0,4.5,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,4.521740183910015,10
23.0,4.6,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,28,10.549456138286754,15
27.0,4.8,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,25,6.135875610009268,15
34.0,4.3,Cloudy,High,2,Snack,scooter,0.0,No,Metropolitian,37,3.1380694073889375,10
31.0,4.9,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,24,1.5494964829535065,15
21.0,4.8,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,28,9.163843230911345,15
37.0,4.6,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,28,10.578451524753534,5
35.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,4.464417671579878,5
39.0,4.6,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,28,12.410728073817122,10
36.0,4.6,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,28,9.203840392783624,15
33.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,7.439726105443744,5
30.0,5.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,35,10.554532831993146,10
20.0,4.8,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,18,9.295696139193437,15
21.0,4.8,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,16.695945260596357,15
30.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,10.8458765385546,0
29.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,1.5073402472838096,15
36.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,21,3.025020099127015,15
39.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,Urban,17,4.602269468816156,10
33.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,28,4.648820561454665,10
25.0,4.7,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,13,7.64778915764644,15
37.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,34,4.647989333607506,5
32.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,7.443866993367354,5
21.0,4.6,Stormy,Low,2,Snack,scooter,0.0,No,Urban,13,3.068235552073069,5
33.0,4.9,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,25,9.34451137987827,5
39.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,10.901102276923808,5
25.0,4.6,Fog,High,1,Snack,scooter,0.0,No,Metropolitian,31,5.952088885203208,15
38.0,4.9,Fog,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,46,13.173286318996718,5
33.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,46,12.393263757604263,5
30.0,4.7,Fog,Low,3,Snack,motorcycle,1.0,No,Metropolitian,27,12.39518332634847,0
22.0,4.2,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,42,10.586703673881692,15
28.0,5.0,Sunny,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,26,10.883734942367136,10
37.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,31,16.635180987928408,10
24.0,4.8,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,12,10.624481568766228,5
24.0,4.5,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,10,1.510641269037446,5
24.0,4.8,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,15,9.162403230196174,15
26.0,4.9,Stormy,High,1,Meal,motorcycle,0.0,No,Metropolitian,12,3.025030653821495,5
33.0,4.8,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,2.972722211227786,5
38.0,4.0,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,43,16.87340346863218,10
31.0,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20.21236407309343,10
27.0,4.8,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,15,9.2945299033058,10
22.0,4.6,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,24,16.36607478461632,15
35.0,3.6,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,37,17.041212810860184,15
26.0,4.6,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,17,10.706184356730287,5
22.0,4.9,Fog,Low,1,Buffet,motorcycle,0.0,No,Urban,29,10.62503240483848,10
29.0,4.9,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,7.747885462549346,10
37.0,4.7,Fog,Low,1,Buffet,motorcycle,0.0,No,Urban,15,9.043276670143742,15
28.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,19.59126114572916,15
30.0,4.7,Fog,Low,3,Meal,electric_scooter,1.0,No,Urban,25,19.63102373000642,0
28.0,4.1,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,16.793902842922613,5
34.0,4.4,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,33,19.599406843262933,5
29.0,4.6,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,4.553796163736469,15
30.0,4.7,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,17,17.063961737396863,0
36.0,4.8,Sunny,High,0,Meal,motorcycle,0.0,No,Urban,29,1.5690347154047222,15
39.0,5.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,23,4.581394214183779,10
22.0,4.7,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,11,9.29662172168437,10
37.0,4.5,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,21,13.96135178633398,5
34.0,4.6,Windy,High,0,Meal,motorcycle,0.0,No,Metropolitian,43,1.549238578891355,15
28.0,4.9,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,26,16.576598475224003,15
32.0,4.5,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,34,19.024912295020073,10
36.0,4.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,Yes,Metropolitian,42,7.774210826080812,15
30.0,4.7,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,28,10.707210298982002,0
24.0,4.6,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,27,7.6479088286887755,5
27.0,4.8,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,27,7.670211891676027,5
39.0,4.2,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,7.669593796336562,10
29.0,4.9,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,17,7.747259356564115,5
23.0,4.8,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,20,8.976662044136665,10
34.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,28,19.94141948783,10
24.0,4.6,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,24,10.859227792853199,15
35.0,4.9,Windy,Jam,0,Buffet,motorcycle,0.0,No,Urban,37,13.600420220046201,10
21.0,4.7,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,12.393597939827014,15
36.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,3.1026192122543756,15
37.0,4.8,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,3.020736643461066,10
36.0,4.6,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,38,10.571467838353092,15
35.0,4.7,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,16,1.507237130349419,10
20.0,4.8,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,11,4.60191950861356,15
30.0,4.7,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,41,16.574241605301808,10
34.0,4.6,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,42,20.827572697496162,10
21.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,21,7.7563347874179644,10
21.0,5.0,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,23,13.869942168879728,15
29.0,4.3,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,17,3.047712417465363,15
39.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,1.5125398285985738,5
29.0,4.5,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,15,1.510362422273992,15
20.0,4.6,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,14.121309628180253,5
23.0,4.6,Fog,Medium,0,Snack,motorcycle,0.0,No,Urban,27,7.670169545372539,10
27.0,4.8,Fog,Low,1,Buffet,motorcycle,0.0,No,Urban,14,3.014629537520826,10
21.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,3.025020099127015,15
26.0,4.9,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,36,19.729460138980883,5
34.0,4.2,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,10.983241696284242,15
36.0,4.6,Windy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,28,1.5690347154047222,15
32.0,4.8,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,19,10.693136840483943,5
25.0,4.9,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,14,3.0983291526652117,15
30.0,4.6,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,27,4.581418791918972,5
39.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,7.535581163693164,10
24.0,4.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,12.236154541166353,5
24.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,10,4.664751297747165,15
30.0,4.5,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,25,6.13581392611519,15
36.0,4.2,Sandstorms,Medium,2,Buffet,scooter,2.0,No,Urban,38,13.942528825315236,10
22.0,4.7,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,21,10.983241696284242,10
24.0,4.1,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,3.0359488095300162,15
37.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20.16698937867584,15
22.0,4.9,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,12.082468598924459,15
24.0,5.0,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,20,1.5496294866468454,10
37.0,4.4,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,39,19.599246391302138,15
38.0,4.3,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,39,19.59090194034308,10
23.0,4.7,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,13,5.953388781270091,15
36.0,4.8,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28,10.415459469221599,5
37.0,4.6,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,3.1380694073889375,15
21.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,1.529404811880711,10
36.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,19.879046170844394,10
21.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,11.902776952949116,10
39.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,11.889769193854775,15
26.0,4.9,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,12,16.37462198536497,15
30.0,4.1,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,35,12.395863518868838,10
31.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,20.034278194280187,15
21.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,10,1.529404811880711,10
36.0,5.0,Stormy,High,1,Drinks,scooter,1.0,No,Urban,34,6.041102221890601,5
34.0,4.8,Windy,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,50,10.844300621895457,15
32.0,4.6,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,25,9.17773363371404,5
33.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,4.531221864673841,15
29.0,5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,19,13.660293072377392,10
30.0,4.7,Fog,Low,3,Drinks,electric_scooter,1.0,No,Metropolitian,36,19.882227239659187,0
37.0,4.2,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,7.319211490067478,10
30.0,4.7,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,26,1.5295675788938714,0
28.0,4.6,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,12,9.17715767117648,10
24.0,4.8,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,13,7.747259356564115,5
26.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,18,7.7863799713900415,15
27.0,4.8,Cloudy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,1.5690347154047222,15
22.0,4.6,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,16,9.042704737063055,10
37.0,3.2,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20.21226394004648,10
36.0,4.8,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,23,6.071959917195017,5
26.0,4.6,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,13,1.4639719346141369,5
35.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,9.414207472710384,15
25.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,9.20390092914621,15
22.0,4.3,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,41,10.737928231087151,5
31.0,4.6,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,17.06510060953055,10
30.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,24,3.0358032013663694,5
30.0,5.0,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,26,4.622902187783751,10
27.0,4.7,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,20,12.14251877438058,15
38.0,4.4,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,39,13.564037303931613,5
31.0,4.6,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,10.432266952074315,15
24.0,4.7,Cloudy,Medium,2,Drinks,scooter,0.0,No,Urban,10,7.535984017442588,15
38.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,9.329050456698118,5
33.0,4.6,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,26,3.0207066398204954,5
32.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46,20.828106028653227,15
31.0,3.9,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,38,16.577783315974713,10
21.0,4.1,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,40,17.040537813695973,5
31.0,4.9,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,32,9.204558934599385,15
38.0,4.6,Stormy,Jam,1,Snack,motorcycle,1.0,No,Urban,26,20.39744277518833,5
31.0,4.0,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,32,6.02889253332536,5
25.0,5.0,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,16.635254743950217,5
30.0,4.7,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,13,3.1380694073889375,0
20.0,4.7,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,23,17.044365213727133,15
20.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,16,1.5272284258837883,5
37.0,4.3,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,40,19.879046170844394,10
